,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,updown,symbol,genename,ensembl,refseq,entrezid,GO
11,FBgn0001233,42812.767943428,1.35979121555732,0.360716421031862,3.76969590590725,0.000163446571192761,0.00277206285274996,1,Hsp83,Heat shock protein 83,FBgn0001233,NM_001274433,38389,GO:0002052|GO:0005158|GO:0005515|GO:0005524|GO:0005705|GO:0005737|GO:0005737|GO:0005813|GO:0005829|GO:0005886|GO:0005886|GO:0006457|GO:0006457|GO:0006457|GO:0007098|GO:0008285|GO:0009408|GO:0009631|GO:0010529|GO:0016887|GO:0019094|GO:0030911|GO:0032991|GO:0034605|GO:0034605|GO:0034663|GO:0043248|GO:0045187|GO:0045187|GO:0046628|GO:0048471|GO:0048471|GO:0048477|GO:0050821|GO:0051082|GO:0051082|GO:0070922|GO:0070922|GO:0097718|GO:0101031
12,FBgn0001281,67.1598858553897,1.64631332381863,0.245626935694697,6.70249506293937,2.04890500454598e-11,2.33594141860877e-09,1,janB,janus B,FBgn0001281,NM_057236,43568,GO:0005829|GO:0007548|GO:0035971|GO:0101006
13,FBgn0002526,1553.4373224168,-1.18148672488014,0.37251618507148,-3.17163863538824,0.0015158149747459,0.0164878354982741,-1,LanA,Laminin A,FBgn0002526,NM_057269,38723,GO:0005102|GO:0005604|GO:0005604|GO:0007411|GO:0007411|GO:0007498|GO:0007507|GO:0009887|GO:0009888|GO:0030155|GO:0030334|GO:0033627|GO:0034446|GO:0035001|GO:0035011|GO:0036062|GO:0045886|GO:0045995|GO:0062023|GO:0071711
14,FBgn0002868,16745.9182069343,1.39385539036078,0.170847211336908,8.15849073247156,3.3923674200245e-16,9.49323182790038e-14,1,MtnA,Metallothionein A,FBgn0002868,NM_001275509,41202,GO:0005575|GO:0010038|GO:0010038|GO:0046872|GO:0055065
15,FBgn0002948,10893.0159259727,1.61301116757894,0.178705373153414,9.02609216005057,1.77911723092221e-19,9.8117890860292e-17,1,nod,no distributive disjunction,FBgn0002948,NM_001298200,32107,GO:0003777|GO:0003777|GO:0005524|GO:0005871|GO:0005871|GO:0005874|GO:0007018|GO:0007057|GO:0007143|GO:0008017|GO:0016887|GO:0031116|GO:0032837|GO:0045132|GO:0051010|GO:0051296
16,FBgn0003046,51.4719099847549,1.07540789902041,0.290552539382112,3.70125107599254,0.000214539058633105,0.00348498605402298,1,Pcp,Pupal cuticle protein,FBgn0003046,NM_057325,33985,GO:0008010|GO:0008010|GO:0008011|GO:0008011|GO:0040003|GO:0062129|GO:0062129
17,FBgn0031886,147.015717770799,2.25600373484961,0.190941098993004,11.8151814708696,3.25844578535623e-32,2.00606214775457e-28,1,Nuf2,Nuf2,FBgn0031886,NM_135252,33992,GO:0000776|GO:0005515|GO:0007059|GO:0007080|GO:0031262
18,FBgn0031979,320.462002895833,1.61858715428725,0.174660997834997,9.26702111146957,1.91417150717518e-20,1.4730746104905e-17,1,CCDC53,Coiled-coil domain containing 53,FBgn0031979,NM_135334,34097,GO:0005635|GO:0005654|GO:0006887|GO:0030041|GO:0045785|GO:0071203|GO:0071203|GO:0071203|GO:0140591
19,FBgn0032057,221.239861703934,1.77984569009273,0.307593192849836,5.78636241459878,7.19269465564591e-09,4.71083240930681e-07,1,CG9287,uncharacterized protein,FBgn0032057,NM_135400,34194,NA
20,FBgn0032104,39.5690970592783,1.08122608584634,0.345093996278829,3.1331350226468,0.00172949861968787,0.0183738710131292,1,aust,australin,FBgn0032104,NM_001298846,34244,GO:0000070|GO:0000775|GO:0000776|GO:0003677|GO:0007060|GO:0007065|GO:0007112|GO:0032133|GO:0032133|GO:0051233|GO:1990385
21,FBgn0032483,394.626005904204,1.54729824077116,0.160115144979392,9.66365949311228,4.30215155369477e-22,4.07479939081875e-19,1,CG15482,uncharacterized protein,FBgn0032483,NM_135770,34717,NA
22,FBgn0032505,4838.22267476348,9.78919943871174,1.70827701134672,5.73045201316293,1.0016336143994e-08,6.32467420210249e-07,1,CG16826,uncharacterized protein,FBgn0032505,NM_001298959,34741,GO:0003674|GO:0005575|GO:0008150
23,FBgn0032602,61.8432082477051,1.56663527223349,0.244700568111862,6.40225433198554,1.53099351893024e-10,1.49612088877683e-08,1,ppk17,pickpocket 17,FBgn0032602,NM_001299059,35006,GO:0005272|GO:0005887|GO:0006814|GO:0015280|GO:0016021|GO:0035725
24,FBgn0032789,29.0033891759426,1.96922389555259,0.33998362826944,5.79211388964873,6.95059814249461e-09,4.62609269883979e-07,1,CG13083,uncharacterized protein,FBgn0032789,NM_206005,35230,GO:0042600
25,FBgn0032805,1036.03154066522,1.19546596624356,0.208367563136455,5.73729398304033,9.62011893614438e-09,6.16467312143152e-07,1,CG10337,uncharacterized protein,FBgn0032805,NM_136142,35247,GO:0016491|GO:0020037|GO:0140571|GO:0140575
26,FBgn0033190,565.079774016268,1.9352527282127,0.259685674986916,7.45228911186653,9.17344222898235e-14,1.5060345888728e-11,1,Gpo2,Glycerophosphate oxidase 2,FBgn0033190,NM_136451,35689,GO:0004368|GO:0005509|GO:0005739|GO:0006072|GO:0009331|GO:0016614
27,FBgn0033271,33.87731936864,4.71361938371754,1.03060697580748,4.57363427025558,4.79336253936464e-06,0.000139859414566817,1,CG8708,uncharacterized protein,FBgn0033271,NM_001259272,35792,GO:0005797|GO:0006486|GO:0016020|GO:0016263|GO:0016267|GO:0048531
28,FBgn0033340,560.371657480435,1.75162581652092,0.159634603817614,10.9727200408389,5.16934858750672e-28,2.12167297193234e-24,1,CG13751,uncharacterized protein,FBgn0033340,NM_136572,35879,NA
29,FBgn0033341,921.253710471843,1.03458442237327,0.106798604671197,9.68724662235486,3.41613831216258e-22,3.50524258647148e-19,1,MrgBP,MRG/MORF4L binding protein,FBgn0033341,NM_136573,35880,GO:0006357|GO:0016573|GO:0016573|GO:0035267|GO:0035267|GO:0043486
30,FBgn0033357,1724.13733214464,1.34752019483264,0.15260974581967,8.82984364854999,1.04822147172807e-18,4.60955392192418e-16,1,Tom7,Translocase of outer membrane 7,FBgn0033357,NM_001299291,35899,GO:0005742|GO:0005742|GO:0008320|GO:0030150|GO:0045040|GO:1903955
31,FBgn0033367,1673.92373051195,-1.27021331048517,0.436879144781691,-2.90747069448669,0.00364364482584479,0.0319318140502682,-1,PPO2,Prophenoloxidase 2,FBgn0033367,NM_136599,35910,GO:0004097|GO:0004503|GO:0005576|GO:0005576|GO:0005615|GO:0005829|GO:0035006|GO:0035006|GO:0035006|GO:0035011|GO:0042381|GO:0042417|GO:0050830|GO:0050832|GO:0050832
32,FBgn0033429,170.203364799389,1.18043223121562,0.15876484891143,7.43509812977648,1.04490364589322e-13,1.64947417844656e-11,1,CG12929,uncharacterized protein,FBgn0033429,NM_001103775,35987,GO:0003674|GO:0005575|GO:0008150
33,FBgn0033440,22.6619972365674,1.08155716295887,0.393274181464777,2.75013518286539,0.00595706833938233,0.045960102628852,1,CG10459,uncharacterized protein,FBgn0033440,NM_136669,36000,GO:0003674|GO:0005575|GO:0008150
34,FBgn0033481,130.8617250744,1.08180418771181,0.171523288993624,6.30703966825184,2.84422953464499e-10,2.63315776391607e-08,1,CG12920,uncharacterized protein,FBgn0033481,NM_136706,36052,GO:0003674|GO:0005575|GO:0008150
35,FBgn0033501,16.6324784867141,1.1027860395389,0.398326359555934,2.7685489877404,0.00563065201332917,0.0442439171921647,1,CG12911,uncharacterized protein,FBgn0033501,NM_001144163,36081,NA
36,FBgn0033541,124.18677961113,-1.77329378405843,0.630915128120614,-2.81066930403265,0.00494385707260062,0.0399958686826093,-1,CG12934,uncharacterized protein,FBgn0033541,NM_001299361,36124,NA
37,FBgn0033549,54.2875779986082,1.00109078991558,0.229522819906702,4.36161768281912,1.29104322944083e-05,0.000330490962247504,1,mms4,Methyl methanesulfonate sensitivity 4,FBgn0033549,NM_136767,36136,GO:0000712|GO:0003677|GO:0004518|GO:0005634|GO:0006302|GO:0031297|GO:0031573|GO:0048476
38,FBgn0033687,122.664166143869,1.11326716168403,0.194439349369483,5.7255240016698,1.03114965400197e-08,6.39507672514271e-07,1,CG8407,uncharacterized protein,FBgn0033687,NM_001169653,36303,GO:0007017|GO:0030286
39,FBgn0033736,55.6700121804381,1.25961729037572,0.241775851010545,5.20985567876578,1.88987580625586e-07,8.46183301906486e-06,1,CG13154,uncharacterized protein,FBgn0033736,NM_136938,36359,GO:0003674|GO:0005575|GO:0008150
40,FBgn0033834,190.590295137444,3.45164762536346,1.1292267359307,3.05664709799723,0.00223827626041674,0.0219600761709253,1,CG4744,uncharacterized protein,FBgn0033834,NM_137027,36485,GO:0003674|GO:0005575|GO:0006357
41,FBgn0033836,5773.1579873806,1.35518694761948,0.357805689419981,3.7874941279338,0.000152174280239026,0.00262794097136483,1,CG18278,uncharacterized protein,FBgn0033836,NM_165983,36487,GO:0005539|GO:0008449|GO:0030203
42,FBgn0033921,39.9378099199584,1.06192322857331,0.298787109993054,3.55411325675328,0.000379255852606178,0.00562623772667455,1,tej,tejas,FBgn0033921,NM_137106,36590,GO:0007283|GO:0010529|GO:0030717|GO:0030719|GO:0034587|GO:0043186|GO:0043186|GO:1990511
43,FBgn0033936,1865.58431210223,-1.24709788972334,0.193185226943462,-6.45545163807125,1.07896634028528e-10,1.09667528403817e-08,-1,Achl,Achilles,FBgn0033936,NM_001299490,36605,GO:0003723|GO:0003729|GO:0005634|GO:0005844|GO:0010629
44,FBgn0034010,1030.7859383556,1.80214783104328,0.26893393492845,6.70108006831768,2.06884636075234e-11,2.33703717797647e-09,1,CG8157,uncharacterized protein,FBgn0034010,NM_001299520,36700,NA
45,FBgn0034245,1796.18406082789,1.41516483612229,0.190384882623232,7.43317860443193,1.0601859336668e-13,1.65241384825814e-11,1,UQCR-6.4,Ubiquinol-cytochrome c reductase 6.4 kDa subunit,FBgn0034245,NM_001274128,36991,GO:0005739|GO:0005743|GO:0005750|GO:0006122
46,FBgn0034253,462.648661290121,-1.10175946131427,0.321489044497403,-3.42705134178583,0.000610173691661772,0.00811346508145939,-1,CG10936,uncharacterized protein,FBgn0034253,NM_137395,37000,NA
47,FBgn0034301,29.4538684596087,1.27693865158736,0.302796654381256,4.21714914319875,2.47410346936564e-05,0.000572624737186073,1,CG5756,uncharacterized protein,FBgn0034301,NM_137448,37064,GO:0005576|GO:0008061
48,FBgn0034330,1226.83953140369,1.29899911296126,0.349795767100154,3.71359300236852,0.000204337323259923,0.00335020700572494,1,BomS4,Bomanin Short 4,FBgn0034330,NM_145336,37101,GO:0006952
49,FBgn0034335,3062.62572995725,1.14939197184383,0.400873439972218,2.86721907024694,0.00414096262010299,0.0351154770945786,1,GstE1,Glutathione S transferase E1,FBgn0034335,NM_137479,37106,GO:0004364|GO:0004364|GO:0005737|GO:0006749|GO:0006749|GO:0009408
50,FBgn0034440,34.7419606075221,-1.30421211967069,0.36317207786712,-3.59116848225289,0.00032919872994414,0.00501661381411163,-1,CG10073,uncharacterized protein,FBgn0034440,NM_001274161,37225,GO:0008235
51,FBgn0034442,392.048267352318,1.21362476452991,0.17111262002033,7.09254971600412,1.31663317053636e-12,1.82153980099036e-10,1,CG11257,uncharacterized protein,FBgn0034442,NM_137575,37227,GO:0004128|GO:0004128|GO:0005783|GO:0006091|GO:0006801|GO:0020037
52,FBgn0034454,488.917832071829,1.82684511982293,0.467651369363781,3.90642525501053,9.36716006125115e-05,0.00177716243195971,1,CG15120,uncharacterized protein,FBgn0034454,NM_137584,37248,GO:0005634|GO:0005829|GO:0030544|GO:0031625|GO:0051087|GO:0051879|GO:0060548|GO:0060548
53,FBgn0034475,586.909113324604,1.19162431399089,0.264295057354822,4.50868936376327,6.52293330206994e-06,0.000181905290394182,1,Obp56h,Odorant-binding protein 56h,FBgn0034475,NM_001202050,37271,GO:0005549|GO:0005549|GO:0005576|GO:0005576|GO:0007606|GO:0007608|GO:0007608|GO:0007617|GO:0019236|GO:0042048|GO:0071834
54,FBgn0034565,26.0448876587925,1.43418701710188,0.43377725859484,3.30627525690888,0.000945451610172688,0.0114467509105765,1,CG15650,uncharacterized protein,FBgn0034565,NM_001299726,37373,NA
55,FBgn0034614,462.249853347654,1.87089306983592,0.213203028872825,8.7751711583418,1.70644126131978e-18,7.24531422435534e-16,1,CG9752,uncharacterized protein,FBgn0034614,NM_137729,37431,GO:0003674|GO:0005575|GO:0006400|GO:0101030
56,FBgn0034646,969.924056299301,1.23842581554331,0.151785149168655,8.15907104434338,3.37611033764106e-16,9.49323182790038e-14,1,Rae1,Rae1,FBgn0034646,NM_137753,37467,GO:0000278|GO:0000972|GO:0003723|GO:0005515|GO:0005634|GO:0005635|GO:0005643|GO:0005643|GO:0005737|GO:0006405|GO:0007141|GO:0007283|GO:0010506|GO:0010628|GO:0016006|GO:0035329|GO:0035330|GO:0035332|GO:0036126|GO:0042127|GO:0043130|GO:0045886|GO:0048638|GO:0071944|GO:1900087|GO:2000045
57,FBgn0034687,81.0337631295079,1.00518489353936,0.215849402818067,4.65688058626042,3.21036525935323e-06,9.88230685960408e-05,1,CG11475,uncharacterized protein,FBgn0034687,NM_137789,37513,GO:0005575|GO:0006479|GO:0016791|GO:0019899|GO:2001020|GO:2001020
58,FBgn0034741,695.184913589799,1.11454299434721,0.320175450645113,3.48103826230759,0.000499474135223107,0.00696492075538178,1,CG4269,uncharacterized protein,FBgn0034741,NM_001299800,37578,NA
59,FBgn0034785,45.7696039711034,1.43439959003236,0.368985602858592,3.88741343542902,0.000101318102219616,0.0018901966555002,1,CG3649,uncharacterized protein,FBgn0034785,NM_137881,37626,GO:0005886|GO:0006820|GO:0016021|GO:0022857|GO:0055085
60,FBgn0034800,108.842890169129,1.36660934235352,0.173263786041307,7.88744938326418,3.08425181857465e-15,7.16535710228485e-13,1,CG3788,uncharacterized protein,FBgn0034800,NM_001202062,37644,GO:0004850|GO:0005829|GO:0006218|GO:0009166
61,FBgn0034924,31.2274987461684,1.74154763841854,0.331830154840925,5.24831035700601,1.53500544246183e-07,7.05243358695243e-06,1,CG17658,uncharacterized protein,FBgn0034924,NM_138001,37793,NA
62,FBgn0034928,592.802801857016,1.56509747191581,0.169743987739847,9.22034113110685,2.96156506560048e-20,2.14504415604346e-17,1,CG13562,uncharacterized protein,FBgn0034928,NM_001259555,37797,GO:0004806
63,FBgn0034957,20.8385970542224,1.92343701843114,0.392580236788806,4.8994749052176,9.6093122217333e-07,3.59633621234657e-05,1,Rsph4a,Radial spoke head protein 4a,FBgn0034957,NM_138025,37831,GO:0001534|GO:0003341|GO:0005930|GO:0035082|GO:0035082|GO:0060294
64,FBgn0035031,368.117927322821,2.25146687633922,0.190164359346187,11.8395838425249,2.43658977160565e-32,2.00606214775457e-28,1,CG13587,uncharacterized protein,FBgn0035031,NM_138095,37930,NA
65,FBgn0035415,161.642378671556,1.04557728961179,0.255928244737758,4.08543140942949,4.39949960700229e-05,0.000942105020191639,1,CG14966,uncharacterized protein,FBgn0035415,NM_139527,38390,GO:0005737
66,FBgn0035496,48.503672499518,1.06169676587361,0.279248662154087,3.80197619456376,0.000143546522499987,0.00251778964607171,1,CG14990,uncharacterized protein,FBgn0035496,NM_139599,38486,GO:0005615|GO:0006508
67,FBgn0035572,19.5173585161227,1.01994706575811,0.375072728821338,2.71933144529938,0.00654140245143009,0.04937865212148,1,CG13711,uncharacterized protein,FBgn0035572,NM_139671,38576,GO:0032879
68,FBgn0035581,78.7784079377562,-1.05055721894753,0.267889511736411,-3.92160638219098,8.796059834086e-05,0.00167656168323686,-1,Dnah3,dynein, axonemal, heavy chain 3,FBgn0035581,NM_001144413,38586,GO:0005524|GO:0007018|GO:0008569|GO:0008569|GO:0010996|GO:0030286|GO:0030317|GO:0036126|GO:0045505|GO:0046692|GO:0051959
69,FBgn0035949,159.662793650779,1.03279202233619,0.357722903519034,2.88712859080671,0.00388775303639979,0.033428703308094,1,CG13314,uncharacterized protein,FBgn0035949,NM_001202144,39030,NA
70,FBgn0035952,54.1849376482093,1.37814611119545,0.320046040855184,4.30608704770398,1.66167689943028e-05,0.000412504589973489,1,CG5280,uncharacterized protein,FBgn0035952,NM_140021,39033,GO:0003674|GO:0005575|GO:0008150
71,FBgn0036168,92.1246575957986,1.43719039553735,0.418945773165791,3.43049264986523,0.000602486295012147,0.00803728467008079,1,CG7512,uncharacterized protein,FBgn0036168,NM_001104115,39289,GO:0000977|GO:0000981|GO:0005634|GO:0045664|GO:0045944
72,FBgn0036236,210.831071602048,1.1044142708115,0.145990494555961,7.56497383045819,3.87942698780544e-14,7.23748250012854e-12,1,CG6931,uncharacterized protein,FBgn0036236,NM_140279,39363,GO:0018095
73,FBgn0036390,28.1871269850535,1.10961641229464,0.309776086652632,3.58199506064168,0.000340980241309922,0.00514520797947189,1,CG13738,uncharacterized protein,FBgn0036390,NM_140416,39541,GO:0003674|GO:0005575|GO:0008150
74,FBgn0036467,33.6289161066503,5.58319606419569,1.76377374339522,3.16548314947029,0.00154825629207805,0.0167814082080608,1,CG12310,uncharacterized protein,FBgn0036467,NM_140480,39634,NA
75,FBgn0036563,7.36789073421896,2.22774111616771,0.714877036603365,3.1162577647654,0.00183162092696334,0.0190963153883994,1,CG13075,uncharacterized protein,FBgn0036563,NM_140574,39756,GO:0005576|GO:0008061
76,FBgn0036567,200.80178019204,1.06224993170945,0.125608177655608,8.45685329996521,2.74689129415163e-17,8.90065065918131e-15,1,CG13074,uncharacterized protein,FBgn0036567,NM_140578,39760,GO:0005868|GO:0007018|GO:0042073|GO:0045503|GO:0045504|GO:0097014
77,FBgn0036587,556.629185918522,-1.20823683761128,0.395121665284856,-3.05788556732321,0.00222904678744002,0.0219213488937639,-1,CG4950,uncharacterized protein,FBgn0036587,NM_001275005,39783,GO:0005886|GO:0007165
78,FBgn0036615,2389.43642522238,1.16678310245006,0.152336274443946,7.65925979684758,1.87007760922452e-14,3.83771093373026e-12,1,NA,NA,FBgn0036615,NA,NA,NA
79,FBgn0036629,485.685215569451,1.24536534937093,0.135306164233944,9.20405479249041,3.44691404362623e-20,2.35788070106499e-17,1,GluRS-m,Glutamyl-tRNA synthetase, mitochondrial,FBgn0036629,NM_140637,39828,GO:0000049|GO:0004818|GO:0004818|GO:0005524|GO:0005739|GO:0005739|GO:0006424|GO:0006424|GO:0008270
80,FBgn0036667,485.075986434243,1.37955763658717,0.152896202109086,9.0228378308763,1.83278769575791e-19,9.8117890860292e-17,1,kud,kuduk,FBgn0036667,NM_001259878,39882,GO:0003674|GO:0005640|GO:0005737|GO:0005789|GO:0006487|GO:0006998|GO:0007097|GO:0031309|GO:0032991|GO:0034998|GO:0043227
81,FBgn0036751,19.0300539695669,2.42288128428918,0.43019678277294,5.63203022735757,1.78100457419647e-08,1.02955442826672e-06,1,Adgf-B,Adenosine deaminase-related growth factor B,FBgn0036751,NM_140749,39975,GO:0004000|GO:0004000|GO:0005615|GO:0006154|GO:0006154|GO:0046103
82,FBgn0036872,11.5958471491731,-4.73663704483948,1.5087796793338,-3.13938284675926,0.00169304096263846,0.0180801503668407,-1,CG12519,uncharacterized protein,FBgn0036872,NM_001275117,40114,NA
83,FBgn0036925,20.8954001392264,1.4209023656259,0.35805857392082,3.96835174219319,7.23714597239522e-05,0.00143495939385028,1,schuy,schumacher-levy,FBgn0036925,NM_140909,40184,GO:0003674|GO:0005575|GO:0008150
84,FBgn0036956,38.426583197596,1.0934324039602,0.319386656950033,3.42353814777948,0.000618115754132401,0.00820135698343992,1,CG13813,uncharacterized protein,FBgn0036956,NM_140938,40218,NA
85,FBgn0036979,65.4152518721506,1.33196410963861,0.212383476779518,6.27150534418156,3.5757402395579e-10,3.16748845825011e-08,1,CG13247,uncharacterized protein,FBgn0036979,NM_001369968,40247,GO:0003674|GO:0005575|GO:0008150
86,FBgn0037042,52.7687536906465,1.09338371957615,0.249285973040806,4.386061944196,1.15421264231344e-05,0.00029982743174695,1,CG12984,uncharacterized protein,FBgn0037042,NM_001300208,40321,GO:0003674|GO:0005575|GO:0008150
87,FBgn0037115,98.801105942711,1.06168361427981,0.17884015162762,5.93649471115658,2.91180304452269e-09,2.12774443959417e-07,1,CG11249,uncharacterized protein,FBgn0037115,NM_141089,40409,GO:0000287|GO:0004743|GO:0005737|GO:0006096|GO:0030955
88,FBgn0037122,56.2680430557433,1.40850973333835,0.321238147883149,4.38462786135442,1.16184224847242e-05,0.000301173970640861,1,CG14570,uncharacterized protein,FBgn0037122,NM_141096,40416,GO:0003674|GO:0005575|GO:0008150
89,FBgn0037222,196.904970044754,1.19733544547614,0.255810059056249,4.68056436050023,2.86086279221926e-06,9.00915692086847e-05,1,CG14642,uncharacterized protein,FBgn0037222,NM_001259972,40532,GO:0004252|GO:0004252|GO:0006508|GO:0006508
90,FBgn0037464,167.995200676572,1.00428466882601,0.185501048079835,5.41390293597581,6.16656025754544e-08,3.0493516647051e-06,1,Mst84B,Male-specific transcript 84B,FBgn0037464,NM_001170063,40840,NA
91,FBgn0037836,582.144206289375,-1.25281772162945,0.438236334670204,-2.85877190573953,0.00425284459997034,0.0357442153989316,-1,CG14692,uncharacterized protein,FBgn0037836,NM_141762,41298,GO:0003674|GO:0005575|GO:0008150
92,FBgn0037970,97.8715662148735,1.37217110854868,0.195925548590575,7.0035333238551,2.49586511670784e-12,3.10420072545694e-10,1,GC2,Glutamate Carrier 2,FBgn0037970,NM_141878,41449,GO:0005313|GO:0005314|GO:0005743|GO:0006810|GO:0015183|GO:0015810|GO:0015813|GO:0015813|GO:0022857|GO:0043490
93,FBgn0038148,339.582522991569,1.38687787247483,0.19466253176728,7.12452396403051,1.0444101859341e-12,1.46134347947802e-10,1,CG14377,uncharacterized protein,FBgn0038148,NM_001275607,41649,GO:0003674|GO:0005575|GO:0008150
94,FBgn0038448,37.5557207548463,1.52833038971525,0.304373029273502,5.0212411834359,5.13386465853406e-07,2.04846284950961e-05,1,CG12783,uncharacterized protein,FBgn0038448,NM_001275715,42019,GO:0016021|GO:0022857|GO:0055085
95,FBgn0038589,588.46636656075,1.12509767748338,0.232182768131797,4.84574151017412,1.26139661962526e-06,4.47595866785181e-05,1,CG18598,uncharacterized protein,FBgn0038589,NM_142441,42188,NA
96,FBgn0038930,5436.47688938052,1.03334766255472,0.324201336198469,3.18736398397238,0.00143575968946611,0.0158697223517878,1,BomT3,Bomanin Tailed 3,FBgn0038930,NM_001275894,42598,NA
97,FBgn0038958,81.8281145999097,1.10739802032393,0.267302366326406,4.14286650560988,3.42991614231986e-05,0.000757094698582113,1,CG13857,uncharacterized protein,FBgn0038958,NM_142778,42627,NA
98,FBgn0038977,161.717447746221,1.10898301427672,0.156476229721468,7.08722990227167,1.36822985387446e-12,1.87189046563959e-10,1,CG5376,uncharacterized protein,FBgn0038977,NM_142797,42648,NA
99,FBgn0039051,65.4630339511217,-1.47302172183706,0.372458587449955,-3.95486040991063,7.65793501672898e-05,0.00149196445982569,-1,CG17109,uncharacterized protein,FBgn0039051,NM_001275930,42730,GO:0004046|GO:0005737|GO:0006520
100,FBgn0039052,28.1845244735919,-1.16919260726902,0.430813329391487,-2.71391929520954,0.0066492362839555,0.0498308255412928,-1,CG6733,uncharacterized protein,FBgn0039052,NM_142866,42731,GO:0004046|GO:0005737|GO:0006520
101,FBgn0039104,11.1346478543961,2.04151899189574,0.709258222276156,2.87838607685659,0.00399715622869312,0.0341547429867442,1,CG10252,uncharacterized protein,FBgn0039104,NM_142914,42794,GO:0005856
102,FBgn0039218,395.151448299863,1.1335279396384,0.136671271683125,8.293827412878,1.09661529981019e-16,3.37565604664071e-14,1,Rpb10,Rpb10,FBgn0039218,NM_143023,42942,GO:0001054|GO:0001055|GO:0001056|GO:0003677|GO:0003899|GO:0003899|GO:0005665|GO:0005665|GO:0005666|GO:0005666|GO:0005736|GO:0005736|GO:0006360|GO:0006360|GO:0006366|GO:0006366|GO:0008270|GO:0042797|GO:0042797
103,FBgn0003137,14281.7552780883,-1.387671905109,0.354400282551099,-3.915549657918,9.01984764035106e-05,0.00171655925804703,-1,Ppn,Papilin,FBgn0003137,NM_001170289,43872,GO:0004222|GO:0004867|GO:0005201|GO:0005576|GO:0005604|GO:0030198|GO:0030198|GO:0031012
